"Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","CrdY","CrdR","2CrdY","Fls","Fld","Off","Crs","Int","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","Url"
2022,"Liverpool","Premier League","opponent",27,38,63,3,0,311,348,144,460,487,350,0,8,0,2137,467,571,45,"https://fbref.com/en/squads/822bd0ba/2021-2022/Liverpool-Stats"
2022,"Lorient","Ligue 1","team",29,38,69,4,3,475,423,55,588,412,412,3,6,3,2044,433,524,45.2,"https://fbref.com/en/squads/d2c87802/2021-2022/Lorient-Stats"
2022,"Lorient","Ligue 1","opponent",29,38,72,10,2,444,452,37,710,392,388,4,3,0,2101,524,433,54.8,"https://fbref.com/en/squads/d2c87802/2021-2022/Lorient-Stats"
2022,"Lyon","Ligue 1","team",30,38,65,6,2,436,424,62,571,396,367,6,8,3,2129,470,409,53.5,"https://fbref.com/en/squads/d53c0b06/2021-2022/Lyon-Stats"
2022,"Lyon","Ligue 1","opponent",30,38,63,0,0,447,403,76,611,485,403,4,8,2,2130,409,470,46.5,"https://fbref.com/en/squads/d53c0b06/2021-2022/Lyon-Stats"
2022,"M'Gladbach","Bundesliga","team",26,34,67,1,0,359,472,73,440,326,345,6,5,0,1850,464,419,52.5,"https://fbref.com/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats"
2022,"M'Gladbach","Bundesliga","opponent",26,34,73,4,3,488,337,91,606,364,321,4,7,0,1963,419,464,47.5,"https://fbref.com/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats"
2022,"Mainz 05","Bundesliga","team",28,34,62,4,2,495,386,63,598,439,305,3,6,1,2097,606,580,51.1,"https://fbref.com/en/squads/a224b06a/2021-2022/Mainz-05-Stats"
2022,"Mainz 05","Bundesliga","opponent",28,34,69,0,0,406,475,45,561,359,312,4,4,1,2099,580,606,48.9,"https://fbref.com/en/squads/a224b06a/2021-2022/Mainz-05-Stats"
2022,"Mallorca","La Liga","team",33,38,114,7,4,554,535,67,597,344,332,6,8,4,2007,651,703,48.1,"https://fbref.com/en/squads/2aa12281/2021-2022/Mallorca-Stats"
2022,"Mallorca","La Liga","opponent",33,38,114,6,4,561,520,57,738,306,351,4,7,3,2011,703,651,51.9,"https://fbref.com/en/squads/2aa12281/2021-2022/Mallorca-Stats"
2022,"Manchester City","Premier League","team",26,38,42,1,0,321,330,66,869,279,284,7,1,0,1967,482,397,54.8,"https://fbref.com/en/squads/b8fd03ef/2021-2022/Manchester-City-Stats"
2022,"Manchester City","Premier League","opponent",26,38,68,3,2,342,306,94,397,374,359,1,9,3,1665,397,482,45.2,"https://fbref.com/en/squads/b8fd03ef/2021-2022/Manchester-City-Stats"
2022,"Manchester Utd","Premier League","team",29,38,77,2,1,396,320,88,659,340,358,3,5,3,2071,555,443,55.6,"https://fbref.com/en/squads/19538871/2021-2022/Manchester-United-Stats"
2022,"Manchester Utd","Premier League","opponent",29,38,48,1,0,333,386,72,648,430,347,3,5,1,2039,443,555,44.4,"https://fbref.com/en/squads/19538871/2021-2022/Manchester-United-Stats"
2022,"Marseille","Ligue 1","team",27,38,61,3,1,347,459,60,619,327,319,10,4,1,1862,368,323,53.3,"https://fbref.com/en/squads/5725cc7b/2021-2022/Marseille-Stats"
2022,"Marseille","Ligue 1","opponent",27,38,84,7,4,473,336,110,512,404,351,1,10,2,1805,323,368,46.7,"https://fbref.com/en/squads/5725cc7b/2021-2022/Marseille-Stats"
2022,"Metz","Ligue 1","team",36,38,94,9,2,514,417,48,581,507,442,1,5,2,2092,527,529,49.9,"https://fbref.com/en/squads/f83960ae/2021-2022/Metz-Stats"
2022,"Metz","Ligue 1","opponent",36,38,67,2,1,440,484,64,780,359,387,4,1,2,2175,529,527,50.1,"https://fbref.com/en/squads/f83960ae/2021-2022/Metz-Stats"
2022,"Milan","Serie A","team",28,38,76,3,1,465,513,80,672,355,421,5,5,2,2167,521,517,50.2,"https://fbref.com/en/squads/dc56fe14/2021-2022/Milan-Stats"
2022,"Milan","Serie A","opponent",28,38,91,6,2,533,440,63,533,356,352,3,8,3,2106,517,521,49.8,"https://fbref.com/en/squads/dc56fe14/2021-2022/Milan-Stats"
2022,"Monaco","Ligue 1","team",27,38,85,4,3,496,408,94,705,424,435,5,9,3,2287,546,498,52.3,"https://fbref.com/en/squads/fd6114db/2021-2022/Monaco-Stats"
2022,"Monaco","Ligue 1","opponent",27,38,66,2,0,428,473,50,539,506,360,8,9,3,2222,498,546,47.7,"https://fbref.com/en/squads/fd6114db/2021-2022/Monaco-Stats"
2022,"Montpellier","Ligue 1","team",26,38,77,8,4,411,465,53,697,356,380,3,6,1,2018,437,560,43.8,"https://fbref.com/en/squads/281b0e73/2021-2022/Montpellier-Stats"
2022,"Montpellier","Ligue 1","opponent",26,38,87,4,3,490,395,42,760,411,384,5,4,1,2093,560,437,56.2,"https://fbref.com/en/squads/281b0e73/2021-2022/Montpellier-Stats"
2022,"Nantes","Ligue 1","team",26,38,80,4,2,500,372,55,731,415,405,2,7,1,2057,598,566,51.4,"https://fbref.com/en/squads/d7a486cd/2021-2022/Nantes-Stats"
2022,"Nantes","Ligue 1","opponent",26,38,61,9,1,393,475,54,650,357,409,5,5,2,1992,565,599,48.5,"https://fbref.com/en/squads/d7a486cd/2021-2022/Nantes-Stats"
2022,"Napoli","Serie A","team",27,38,63,2,0,460,482,67,553,296,327,9,1,1,1981,393,403,49.4,"https://fbref.com/en/squads/d48ad4ff/2021-2022/Napoli-Stats"
2022,"Napoli","Serie A","opponent",27,38,101,9,5,517,415,60,552,397,320,0,14,0,1963,403,393,50.6,"https://fbref.com/en/squads/d48ad4ff/2021-2022/Napoli-Stats"
2022,"Newcastle Utd","Premier League","team",29,38,81,2,1,392,366,71,592,360,383,1,6,2,1835,677,619,52.2,"https://fbref.com/en/squads/b2b47a98/2021-2022/Newcastle-United-Stats"
2022,"Newcastle Utd","Premier League","opponent",29,38,75,3,0,382,380,58,685,268,364,5,3,3,1967,619,677,47.8,"https://fbref.com/en/squads/b2b47a98/2021-2022/Newcastle-United-Stats"
2022,"Nice","Ligue 1","team",27,38,77,6,2,456,371,53,742,441,369,6,5,0,2064,526,471,52.8,"https://fbref.com/en/squads/132ebc33/2021-2022/Nice-Stats"
2022,"Nice","Ligue 1","opponent",27,38,59,3,1,399,441,69,664,381,386,4,10,0,1984,471,526,47.2,"https://fbref.com/en/squads/132ebc33/2021-2022/Nice-Stats"
2022,"Norwich City","Premier League","team",28,38,57,1,1,356,431,55,568,381,368,2,12,2,1887,493,598,45.2,"https://fbref.com/en/squads/1c781004/2021-2022/Norwich-City-Stats"
2022,"Norwich City","Premier League","opponent",28,38,62,2,1,445,342,56,793,330,363,8,3,2,2085,598,493,54.8,"https://fbref.com/en/squads/1c781004/2021-2022/Norwich-City-Stats"
2022,"Osasuna","La Liga","team",29,38,84,2,1,498,391,66,864,368,331,3,7,2,2118,808,743,52.1,"https://fbref.com/en/squads/03c57e2b/2021-2022/Osasuna-Stats"
2022,"Osasuna","La Liga","opponent",29,38,73,1,0,414,475,82,719,353,326,5,8,0,2104,743,808,47.9,"https://fbref.com/en/squads/03c57e2b/2021-2022/Osasuna-Stats"
2022,"Paris S-G","Ligue 1","team",36,38,79,4,1,357,416,93,459,303,360,6,3,1,1824,262,221,54.2,"https://fbref.com/en/squads/e2d8892c/2021-2022/Paris-Saint-Germain-Stats"
2022,"Paris S-G","Ligue 1","opponent",36,38,74,5,4,442,340,84,549,455,393,2,8,2,1850,221,262,45.8,"https://fbref.com/en/squads/e2d8892c/2021-2022/Paris-Saint-Germain-Stats"
2022,"RB Leipzig","Bundesliga","team",29,34,49,0,0,360,426,66,523,349,289,5,3,1,1994,504,420,54.5,"https://fbref.com/en/squads/acbb6a5b/2021-2022/RB-Leipzig-Stats"
2022,"RB Leipzig","Bundesliga","opponent",29,34,68,4,0,446,346,88,463,402,318,1,9,0,1953,420,504,45.5,"https://fbref.com/en/squads/acbb6a5b/2021-2022/RB-Leipzig-Stats"
2022,"Rayo Vallecano","La Liga","team",28,38,101,3,1,537,511,83,862,365,359,4,9,1,2110,652,655,49.9,"https://fbref.com/en/squads/98e8af82/2021-2022/Rayo-Vallecano-Stats"
2022,"Rayo Vallecano","La Liga","opponent",28,38,110,3,0,540,508,54,659,343,391,6,4,1,2151,655,652,50.1,"https://fbref.com/en/squads/98e8af82/2021-2022/Rayo-Vallecano-Stats"
2022,"Real Madrid","La Liga","team",31,38,76,0,0,394,474,106,611,334,345,10,5,0,1941,397,319,55.4,"https://fbref.com/en/squads/53a2f082/2021-2022/Real-Madrid-Stats"
2022,"Real Madrid","La Liga","opponent",31,38,82,3,1,501,370,30,670,341,346,5,12,0,1742,319,397,44.6,"https://fbref.com/en/squads/53a2f082/2021-2022/Real-Madrid-Stats"
2022,"Real Sociedad","La Liga","team",32,38,77,4,1,491,465,76,638,348,339,8,6,0,2012,678,597,53.2,"https://fbref.com/en/squads/e31d1cd9/2021-2022/Real-Sociedad-Stats"
2022,"Real Sociedad","La Liga","opponent",32,38,95,2,2,493,465,86,662,339,415,5,11,0,1954,597,678,46.8,"https://fbref.com/en/squads/e31d1cd9/2021-2022/Real-Sociedad-Stats"
2022,"Reims","Ligue 1","team",35,38,68,7,4,449,451,76,629,493,365,5,7,0,2074,453,495,47.8,"https://fbref.com/en/squads/7fdd64e0/2021-2022/Reims-Stats"
2022,"Reims","Ligue 1","opponent",35,38,76,6,2,481,430,34,827,367,335,5,6,1,2030,495,453,52.2,"https://fbref.com/en/squads/7fdd64e0/2021-2022/Reims-Stats"
2022,"Rennes","Ligue 1","team",28,38,56,2,1,434,377,59,698,315,318,4,6,1,1904,547,534,50.6,"https://fbref.com/en/squads/b3072e00/2021-2022/Rennes-Stats"
2022,"Rennes","Ligue 1","opponent",28,38,73,2,2,400,408,58,691,392,295,4,4,1,1800,534,547,49.4,"https://fbref.com/en/squads/b3072e00/2021-2022/Rennes-Stats"
2022,"Roma","Serie A","team",29,38,111,8,6,500,474,60,735,385,362,5,6,2,1980,524,441,54.3,"https://fbref.com/en/squads/cf74a709/2021-2022/Roma-Stats"
2022,"Roma","Serie A","opponent",29,38,106,8,5,497,477,81,504,383,361,5,9,1,1970,441,524,45.7,"https://fbref.com/en/squads/cf74a709/2021-2022/Roma-Stats"
2022,"Saint-Étienne","Ligue 1","team",39,38,81,5,1,464,441,51,697,452,397,4,8,4,2152,463,611,43.1,"https://fbref.com/en/squads/d298ef2c/2021-2022/Saint-Etienne-Stats"
2022,"Saint-Étienne","Ligue 1","opponent",39,38,69,1,0,467,439,84,575,402,415,6,5,1,2136,611,463,56.9,"https://fbref.com/en/squads/d298ef2c/2021-2022/Saint-Etienne-Stats"
2022,"Salernitana","Serie A","team",42,38,94,5,3,494,522,41,698,353,321,4,8,2,1849,657,506,56.5,"https://fbref.com/en/squads/c5577084/2021-2022/Salernitana-Stats"
2022,"Salernitana","Serie A","opponent",42,38,98,8,4,546,463,63,745,315,341,6,5,1,2043,506,657,43.5,"https://fbref.com/en/squads/c5577084/2021-2022/Salernitana-Stats"
2022,"Sampdoria","Serie A","team",34,38,94,4,1,495,513,82,645,443,327,3,4,2,2044,609,506,54.6,"https://fbref.com/en/squads/8ff9e3b3/2021-2022/Sampdoria-Stats"
2022,"Sampdoria","Serie A","opponent",34,38,82,2,2,538,471,64,764,363,276,1,4,4,2174,506,609,45.4,"https://fbref.com/en/squads/8ff9e3b3/2021-2022/Sampdoria-Stats"
2022,"Sassuolo","Serie A","team",29,38,92,4,2,461,479,43,541,314,271,6,9,1,1926,343,404,45.9,"https://fbref.com/en/squads/e2befd26/2021-2022/Sassuolo-Stats"
2022,"Sassuolo","Serie A","opponent",29,38,83,6,5,519,434,142,670,374,371,6,7,4,2041,404,343,54.1,"https://fbref.com/en/squads/e2befd26/2021-2022/Sassuolo-Stats"
2022,"Sevilla","La Liga","team",33,38,97,4,2,462,462,80,787,270,302,3,4,0,2064,595,561,51.5,"https://fbref.com/en/squads/ad2be733/2021-2022/Sevilla-Stats"
2022,"Sevilla","La Liga","opponent",33,38,98,4,2,497,441,53,647,348,353,1,3,2,1879,561,595,48.5,"https://fbref.com/en/squads/ad2be733/2021-2022/Sevilla-Stats"
2022,"Southampton","Premier League","team",25,38,65,2,1,402,363,42,711,446,340,4,2,2,2224,672,726,48.1,"https://fbref.com/en/squads/33c895d4/2021-2022/Southampton-Stats"
2022,"Southampton","Premier League","opponent",25,38,64,1,1,377,390,65,721,349,357,2,4,2,2198,726,672,51.9,"https://fbref.com/en/squads/33c895d4/2021-2022/Southampton-Stats"
2022,"Spezia","Serie A","team",30,38,88,4,1,508,439,77,534,372,343,4,13,3,1994,530,589,47.4,"https://fbref.com/en/squads/68449f6d/2021-2022/Spezia-Stats"
2022,"Spezia","Serie A","opponent",30,38,85,2,2,474,477,62,710,334,366,8,5,3,2064,589,530,52.6,"https://fbref.com/en/squads/68449f6d/2021-2022/Spezia-Stats"
2022,"Strasbourg","Ligue 1","team",26,38,72,3,1,497,400,61,797,433,392,6,4,1,2092,654,521,55.7,"https://fbref.com/en/squads/c0d3eab4/2021-2022/Strasbourg-Stats"
2022,"Strasbourg","Ligue 1","opponent",26,38,78,4,1,422,469,45,620,406,284,4,8,4,1980,521,654,44.3,"https://fbref.com/en/squads/c0d3eab4/2021-2022/Strasbourg-Stats"
2022,"Stuttgart","Bundesliga","team",34,34,64,2,1,371,419,53,550,342,307,1,4,1,2021,586,451,56.5,"https://fbref.com/en/squads/598bc722/2021-2022/Stuttgart-Stats"
2022,"Stuttgart","Bundesliga","opponent",34,34,58,2,0,437,358,32,656,345,346,1,3,1,2023,451,586,43.5,"https://fbref.com/en/squads/598bc722/2021-2022/Stuttgart-Stats"
2022,"Torino","Serie A","team",31,38,89,3,2,636,460,84,663,423,314,4,11,0,2113,781,891,46.7,"https://fbref.com/en/squads/105360fe/2021-2022/Torino-Stats"
2022,"Torino","Serie A","opponent",31,38,96,7,3,485,611,60,558,300,284,10,6,3,1989,891,781,53.3,"https://fbref.com/en/squads/105360fe/2021-2022/Torino-Stats"
2022,"Tottenham","Premier League","team",25,38,69,1,1,386,406,62,632,355,349,3,2,1,1893,560,500,52.8,"https://fbref.com/en/squads/361ca564/2021-2022/Tottenham-Hotspur-Stats"
2022,"Tottenham","Premier League","opponent",25,38,83,6,4,411,369,43,740,368,369,0,5,6,1925,500,560,47.2,"https://fbref.com/en/squads/361ca564/2021-2022/Tottenham-Hotspur-Stats"
2022,"Troyes","Ligue 1","team",35,38,75,6,3,442,473,53,708,430,351,7,10,2,1987,417,460,47.5,"https://fbref.com/en/squads/54195385/2021-2022/Troyes-Stats"
2022,"Troyes","Ligue 1","opponent",35,38,89,7,5,493,411,58,692,379,356,8,7,2,2065,460,417,52.5,"https://fbref.com/en/squads/54195385/2021-2022/Troyes-Stats"
2022,"Udinese","Serie A","team",29,38,95,6,3,564,461,78,519,351,350,4,7,1,2027,453,534,45.9,"https://fbref.com/en/squads/04eea015/2021-2022/Udinese-Stats"
2022,"Udinese","Serie A","opponent",29,38,107,6,6,494,537,57,653,340,363,6,4,3,2010,534,453,54.1,"https://fbref.com/en/squads/04eea015/2021-2022/Udinese-Stats"
2022,"Union Berlin","Bundesliga","team",28,34,62,1,1,423,333,64,663,376,296,2,2,4,1975,584,681,46.2,"https://fbref.com/en/squads/7a41008f/2021-2022/Union-Berlin-Stats"
2022,"Union Berlin","Bundesliga","opponent",28,34,52,3,3,350,402,34,577,354,227,1,5,0,1881,681,584,53.8,"https://fbref.com/en/squads/7a41008f/2021-2022/Union-Berlin-Stats"
2022,"Valencia","La Liga","team",34,38,134,8,6,641,586,52,766,338,363,8,8,3,2079,564,599,48.5,"https://fbref.com/en/squads/dcc91a7b/2021-2022/Valencia-Stats"
2022,"Valencia","La Liga","opponent",34,38,133,7,4,603,616,97,679,286,335,5,9,3,2076,599,564,51.5,"https://fbref.com/en/squads/dcc91a7b/2021-2022/Valencia-Stats"
2022,"Venezia","Serie A","team",39,38,110,9,2,522,457,61,585,388,352,5,12,2,1942,564,583,49.2,"https://fbref.com/en/squads/af5d5982/2021-2022/Venezia-Stats"
2022,"Venezia","Serie A","opponent",39,38,79,3,2,476,492,48,817,370,341,5,5,0,2059,583,564,50.8,"https://fbref.com/en/squads/af5d5982/2021-2022/Venezia-Stats"
2022,"Villarreal","La Liga","team",29,38,81,1,1,472,459,91,574,329,312,3,5,1,1946,491,437,52.9,"https://fbref.com/en/squads/2a8183b3/2021-2022/Villarreal-Stats"
2022,"Villarreal","La Liga","opponent",29,38,98,3,2,483,456,123,749,387,380,5,6,1,1929,437,491,47.1,"https://fbref.com/en/squads/2a8183b3/2021-2022/Villarreal-Stats"
2022,"Watford","Premier League","team",30,38,63,3,3,442,352,53,610,444,356,2,7,3,2154,711,749,48.7,"https://fbref.com/en/squads/2abfe087/2021-2022/Watford-Stats"
2022,"Watford","Premier League","opponent",30,38,64,1,1,364,428,55,801,347,438,6,2,1,2253,749,711,51.3,"https://fbref.com/en/squads/2abfe087/2021-2022/Watford-Stats"
2022,"West Ham","Premier League","team",25,38,52,3,2,323,276,59,802,374,301,3,6,2,1970,639,628,50.4,"https://fbref.com/en/squads/7c21e445/2021-2022/West-Ham-United-Stats"
2022,"West Ham","Premier League","opponent",25,38,49,3,1,294,307,35,758,337,324,5,6,2,1901,628,639,49.6,"https://fbref.com/en/squads/7c21e445/2021-2022/West-Ham-United-Stats"
2022,"Wolfsburg","Bundesliga","team",30,34,61,3,1,411,415,74,619,388,298,3,7,1,1984,621,522,54.3,"https://fbref.com/en/squads/4eaa11d7/2021-2022/Wolfsburg-Stats"
2022,"Wolfsburg","Bundesliga","opponent",30,34,66,2,0,431,388,53,644,349,282,6,4,1,1966,522,621,45.7,"https://fbref.com/en/squads/4eaa11d7/2021-2022/Wolfsburg-Stats"
2022,"Wolves","Premier League","team",26,38,62,2,2,366,335,61,587,389,377,1,10,1,2104,461,490,48.5,"https://fbref.com/en/squads/8cec06e1/2021-2022/Wolverhampton-Wanderers-Stats"
2022,"Wolves","Premier League","opponent",26,38,90,3,3,355,356,85,721,383,388,8,1,3,2122,490,461,51.5,"https://fbref.com/en/squads/8cec06e1/2021-2022/Wolverhampton-Wanderers-Stats"
2023,"Ajaccio","Ligue 1","team",36,38,86,10,2,541,495,63,631,420,382,8,10,2,2053,602,711,45.8,"https://fbref.com/en/squads/7a54bb4f/2022-2023/Ajaccio-Stats"
2023,"Ajaccio","Ligue 1","opponent",36,38,69,8,2,522,512,67,621,349,366,7,9,1,2074,711,602,54.2,"https://fbref.com/en/squads/7a54bb4f/2022-2023/Ajaccio-Stats"
2023,"Almería","La Liga","team",29,38,98,4,2,443,401,83,605,322,322,2,6,1,1890,482,530,47.6,"https://fbref.com/en/squads/78ecf4bb/2022-2023/Almeria-Stats"
2023,"Almería","La Liga","opponent",29,38,93,5,2,427,427,158,851,249,369,5,3,0,2009,530,481,52.4,"https://fbref.com/en/squads/78ecf4bb/2022-2023/Almeria-Stats"
2023,"Angers","Ligue 1","team",33,38,69,5,3,492,422,47,584,375,386,4,11,4,2025,436,441,49.7,"https://fbref.com/en/squads/69236f98/2022-2023/Angers-Stats"
2023,"Angers","Ligue 1","opponent",33,38,59,6,2,437,466,70,640,370,450,8,4,2,2056,441,436,50.3,"https://fbref.com/en/squads/69236f98/2022-2023/Angers-Stats"
2023,"Arsenal","Premier League","team",26,38,51,0,0,373,435,56,674,237,343,3,5,1,1984,486,559,46.5,"https://fbref.com/en/squads/18bb7c10/2022-2023/Arsenal-Stats"
2023,"Arsenal","Premier League","opponent",26,38,84,1,0,456,354,83,510,360,387,4,4,4,1821,559,486,53.5,"https://fbref.com/en/squads/18bb7c10/2022-2023/Arsenal-Stats"
2023,"Aston Villa","Premier League","team",26,38,80,1,0,417,498,58,561,324,338,4,6,4,1847,442,465,48.7,"https://fbref.com/en/squads/8602292d/2022-2023/Aston-Villa-Stats"
2023,"Aston Villa","Premier League","opponent",26,38,85,3,3,508,403,116,689,332,370,3,4,2,1962,465,442,51.3,"https://fbref.com/en/squads/8602292d/2022-2023/Aston-Villa-Stats"
2023,"Atalanta","Serie A","team",27,38,83,3,1,470,385,58,652,421,364,6,3,2,2234,575,483,54.3,"https://fbref.com/en/squads/922493f3/2022-2023/Atalanta-Stats"
2023,"Atalanta","Serie A","opponent",27,38,83,1,0,406,438,50,578,360,458,1,8,2,2239,483,575,45.7,"https://fbref.com/en/squads/922493f3/2022-2023/Atalanta-Stats"
2023,"Athletic Club","La Liga","team",26,38,81,5,1,512,421,96,918,310,369,3,3,3,2194,532,487,52.2,"https://fbref.com/en/squads/2b390eca/2022-2023/Athletic-Club-Stats"
2023,"Athletic Club","La Liga","opponent",26,38,97,3,1,449,479,77,579,384,417,3,7,1,2087,487,532,47.8,"https://fbref.com/en/squads/2b390eca/2022-2023/Athletic-Club-Stats"
2023,"Atlético Madrid","La Liga","team",27,38,92,8,3,440,418,79,625,304,408,0,5,0,1977,445,399,52.7,"https://fbref.com/en/squads/db3b9613/2022-2023/Atletico-Madrid-Stats"
2023,"Atlético Madrid","La Liga","opponent",27,38,93,6,2,449,419,57,743,368,317,3,1,2,2011,399,445,47.3,"https://fbref.com/en/squads/db3b9613/2022-2023/Atletico-Madrid-Stats"
2023,"Augsburg","Bundesliga","team",34,34,96,5,2,433,356,58,548,286,299,3,4,2,1792,640,777,45.2,"https://fbref.com/en/squads/0cdc4311/2022-2023/Augsburg-Stats"
2023,"Augsburg","Bundesliga","opponent",34,34,66,0,0,374,410,79,708,262,302,3,5,1,1982,777,640,54.8,"https://fbref.com/en/squads/0cdc4311/2022-2023/Augsburg-Stats"
2023,"Auxerre","Ligue 1","team",33,38,54,6,4,462,419,48,617,454,378,6,6,1,2078,487,566,46.2,"https://fbref.com/en/squads/5ae09109/2022-2023/Auxerre-Stats"
2023,"Auxerre","Ligue 1","opponent",33,38,47,3,0,438,432,82,751,361,393,4,9,3,2102,566,487,53.8,"https://fbref.com/en/squads/5ae09109/2022-2023/Auxerre-Stats"
2023,"Barcelona","La Liga","team",29,38,83,6,3,433,452,98,744,253,324,0,3,3,1994,467,358,56.6,"https://fbref.com/en/squads/206d90db/2022-2023/Barcelona-Stats"
2023,"Barcelona","La Liga","opponent",29,38,93,8,2,471,412,120,483,369,385,3,1,1,1831,359,467,43.5,"https://fbref.com/en/squads/206d90db/2022-2023/Barcelona-Stats"
2023,"Bayern Munich","Bundesliga","team",28,34,49,3,2,306,335,84,603,287,387,5,10,0,2085,471,381,55.3,"https://fbref.com/en/squads/054efa67/2022-2023/Bayern-Munich-Stats"
2023,"Bayern Munich","Bundesliga","opponent",28,34,50,0,0,347,292,49,454,414,417,8,5,2,1887,381,471,44.7,"https://fbref.com/en/squads/054efa67/2022-2023/Bayern-Munich-Stats"
2023,"Betis","La Liga","team",30,38,82,15,3,414,535,74,514,364,421,4,3,1,1918,453,502,47.4,"https://fbref.com/en/squads/fc536746/2022-2023/Real-Betis-Stats"
2023,"Betis","La Liga","opponent",30,38,99,8,1,568,389,104,756,325,417,2,9,3,1977,502,453,52.6,"https://fbref.com/en/squads/fc536746/2022-2023/Real-Betis-Stats"
2023,"Bochum","Bundesliga","team",26,34,64,1,0,429,354,66,568,337,386,3,14,3,1991,770,737,51.1,"https://fbref.com/en/squads/b42c6323/2022-2023/Bochum-Stats"
2023,"Bochum","Bundesliga","opponent",26,34,62,2,1,370,414,64,676,282,286,13,3,3,2036,737,770,48.9,"https://fbref.com/en/squads/b42c6323/2022-2023/Bochum-Stats"
2023,"Bologna","Serie A","team",27,38,84,3,2,477,426,77,558,302,373,5,9,3,2080,369,447,45.2,"https://fbref.com/en/squads/1d8099f8/2022-2023/Bologna-Stats"
2023,"Bologna","Serie A","opponent",27,38,84,2,1,451,452,58,665,320,325,6,6,1,2005,447,369,54.8,"https://fbref.com/en/squads/1d8099f8/2022-2023/Bologna-Stats"
2023,"Bournemouth","Premier League","team",31,38,68,0,0,391,365,38,509,353,371,0,7,3,1942,521,539,49.2,"https://fbref.com/en/squads/4ba7cbea/2022-2023/Bournemouth-Stats"
2023,"Bournemouth","Premier League","opponent",31,38,51,0,0,375,372,65,930,279,426,3,0,0,2160,539,521,50.8,"https://fbref.com/en/squads/4ba7cbea/2022-2023/Bournemouth-Stats"
2023,"Brentford","Premier League","team",25,38,57,1,1,354,399,72,661,341,337,7,2,3,1959,665,618,51.8,"https://fbref.com/en/squads/cd051869/2022-2023/Brentford-Stats"
2023,"Brentford","Premier League","opponent",25,38,61,1,0,415,338,61,781,291,330,1,8,2,1975,618,665,48.2,"https://fbref.com/en/squads/cd051869/2022-2023/Brentford-Stats"
2023,"Brest","Ligue 1","team",29,38,63,2,0,499,462,59,755,475,417,7,9,2,2115,633,569,52.7,"https://fbref.com/en/squads/fb08dbb3/2022-2023/Brest-Stats"
2023,"Brest","Ligue 1","opponent",29,38,76,7,3,482,482,66,674,368,370,7,8,1,2126,569,633,47.3,"https://fbref.com/en/squads/fb08dbb3/2022-2023/Brest-Stats"
2023,"Brighton","Premier League","team",29,38,58,0,0,427,407,70,694,303,340,4,8,6,2013,444,387,53.4,"https://fbref.com/en/squads/d07537b9/2022-2023/Brighton-and-Hove-Albion-Stats"
2023,"Brighton","Premier League","opponent",29,38,92,1,0,426,409,43,444,417,350,6,6,4,1875,387,444,46.6,"https://fbref.com/en/squads/d07537b9/2022-2023/Brighton-and-Hove-Albion-Stats"
2023,"Celta Vigo","La Liga","team",26,38,85,6,3,469,493,81,705,368,413,2,8,1,2031,458,539,45.9,"https://fbref.com/en/squads/f25da7fb/2022-2023/Celta-Vigo-Stats"
2023,"Celta Vigo","La Liga","opponent",26,38,112,9,3,520,446,64,633,394,356,6,3,2,2018,539,458,54.1,"https://fbref.com/en/squads/f25da7fb/2022-2023/Celta-Vigo-Stats"
2023,"Chelsea","Premier League","team",32,38,81,3,2,397,462,74,693,341,445,3,1,3,2024,493,453,52.1,"https://fbref.com/en/squads/cff3d9bb/2022-2023/Chelsea-Stats"
2023,"Chelsea","Premier League","opponent",32,38,69,1,1,468,378,50,591,374,429,1,3,1,1956,453,493,47.9,"https://fbref.com/en/squads/cff3d9bb/2022-2023/Chelsea-Stats"
2023,"Clermont Foot","Ligue 1","team",28,38,72,5,2,426,592,52,564,440,398,7,12,0,2051,410,427,49,"https://fbref.com/en/squads/d9676424/2022-2023/Clermont-Foot-Stats"
2023,"Clermont Foot","Ligue 1","opponent",28,38,76,9,4,617,399,54,615,432,366,8,10,1,2239,427,410,51,"https://fbref.com/en/squads/d9676424/2022-2023/Clermont-Foot-Stats"
2023,"Cremonese","Serie A","team",33,38,81,3,0,458,407,68,659,393,400,5,5,1,2059,562,730,43.5,"https://fbref.com/en/squads/9aad3a77/2022-2023/Cremonese-Stats"
2023,"Cremonese","Serie A","opponent",33,38,66,1,1,434,432,72,696,307,331,4,7,1,2131,730,562,56.5,"https://fbref.com/en/squads/9aad3a77/2022-2023/Cremonese-Stats"
2023,"Crystal Palace","Premier League","team",26,38,82,3,2,446,479,58,591,359,421,2,4,3,2093,496,578,46.2,"https://fbref.com/en/squads/47c64c55/2022-2023/Crystal-Palace-Stats"
2023,"Crystal Palace","Premier League","opponent",26,38,83,3,1,487,429,70,682,366,436,3,3,2,2130,578,496,53.8,"https://fbref.com/en/squads/47c64c55/2022-2023/Crystal-Palace-Stats"
2023,"Cádiz","La Liga","team",38,38,116,7,4,532,482,75,633,270,410,2,10,0,1953,606,651,48.2,"https://fbref.com/en/squads/ee7c297c/2022-2023/Cadiz-Stats"
